loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
7900.0,6.469000000000000,41500,0.27710843373494000,2,0,11500,0
8800.0,6.867000000000000,45200,0.33628318584070800,3,0,15200,0
8600.0,6.789,44500,0.3258426966292140,3,0,14500,0
10200.0,7.4640000000000000,50800,0.4094488188976380,4,1,20800,0
8900.0,6.893,45500,0.3406593406593410,3,0,15500,0
8700.0,6.808,44700,0.3288590604026850,3,0,14700,0
9700.0,7.2380000000000000,48700,0.3839835728952770,4,0,18700,0
9600.0,7.197,48300,0.37888198757764000,4,0,18300,0
10500.0,7.5920000000000000,52000,0.4230769230769230,4,1,22000,0
10000.0,7.356,49800,0.3975903614457830,4,0,19800,0
9900.0,7.35,49800,0.3975903614457830,4,0,19800,0
9300.0,7.096,47400,0.3670886075949370,3,0,17400,0
9600.0,7.194,48300,0.37888198757764000,4,0,18300,0
10300.0,7.516,51300,0.4152046783625730,4,1,21300,0
10000.0,7.3840000000000000,50100,0.4011976047904190,4,1,20100,0
9600.0,7.21,48400,0.3801652892561980,4,0,18400,0
7800.0,6.447,41300,0.2736077481840190,2,0,11300,0
11300.0,7.9240000000000000,55200,0.4565217391304350,5,1,25200,0
9500.0,7.181,48200,0.3775933609958510,4,0,18200,0
9700.0,7.251,48800,0.38524590163934400,4,0,18800,0
10900.0,7.757000000000000,53600,0.44029850746268700,5,1,23600,0
11900.0,8.191,57700,0.4800693240901210,6,1,27700,0
11000.0,7.7860000000000000,53900,0.4434137291280150,5,1,23900,0
10000.0,7.388,50100,0.4011976047904190,4,1,20100,0
11000.0,7.78,53800,0.4423791821561340,5,1,23800,0
10900.0,7.756,53600,0.44029850746268700,5,1,23600,0
11000.0,7.794,53900,0.4434137291280150,5,1,23900,0
9600.0,7.211,48500,0.38144329896907200,4,0,18500,0
10500.0,7.583000000000000,52000,0.4230769230769230,4,1,22000,0
9200.0,7.051,47000,0.3617021276595750,3,0,17000,0
11400.0,7.963000000000000,55500,0.4594594594594600,5,1,25500,0
7800.0,6.428,41100,0.27007299270073000,2,0,11100,0
7700.0,6.407,40900,0.2665036674816630,2,0,10900,0
7100.0,6.13,38300,0.216710182767624,1,0,8300,0
8500.0,6.758000000000000,44200,0.3212669683257920,3,0,14200,0
9700.0,7.2590000000000000,48900,0.38650306748466300,4,0,18900,0
10300.0,7.496,51100,0.4129158512720160,4,1,21100,0
8800.0,6.855,45100,0.3348115299334810,3,0,15100,0
8900.0,6.888,45400,0.3392070484581500,3,0,15400,0
8100.0,6.561,42300,0.2907801418439720,2,0,12300,0
10200.0,7.4510000000000000,50700,0.40828402366863900,4,1,20700,0
10900.0,7.779,53800,0.4423791821561340,5,1,23800,0
10500.0,7.584,52000,0.4230769230769230,4,1,22000,0
10700.0,7.685,52900,0.43289224952741000,5,1,22900,0
8200.0,6.605,42800,0.29906542056074800,2,0,12800,0
10100.0,7.401,50200,0.4023904382470120,4,1,20200,0
10600.0,7.624,52300,0.4263862332695990,5,1,22300,0
9900.0,7.344000000000000,49700,0.3963782696177060,4,0,19700,0
8700.0,6.813,44700,0.3288590604026850,3,0,14700,0
10400.0,7.548000000000000,51600,0.4186046511627910,4,1,21600,0
8900.0,6.92,45700,0.3435448577680530,3,0,15700,0
8900.0,6.918000000000000,45700,0.3435448577680530,3,0,15700,0
6500.0,5.899,36100,0.16897506925207800,1,0,6100,0
10500.0,7.583000000000000,52000,0.4230769230769230,4,1,22000,0
8300.0,6.659,43300,0.3071593533487300,2,0,13300,0
9800.0,7.304000000000000,49300,0.3914807302231240,4,0,19300,0
7300.0,6.247000000000000,39400,0.2385786802030460,2,0,9400,0
9900.0,7.312,49400,0.3927125506072870,4,0,19400,0
11200.0,7.883000000000000,54800,0.4525547445255470,5,1,24800,0
9800.0,7.273,49000,0.3877551020408160,4,0,19000,0
10900.0,7.74,53400,0.4382022471910110,5,1,23400,0
6800.0,6.003000000000000,37100,0.19137466307277600,1,0,7100,0
8000.0,6.54,42100,0.2874109263657960,2,0,12100,0
7900.0,6.495,41700,0.2805755395683450,2,0,11700,0
9300.0,7.099,47400,0.3670886075949370,3,0,17400,0
9800.0,7.272,49000,0.3877551020408160,4,0,19000,0
8700.0,6.818,44800,0.33035714285714300,3,0,14800,0
10800.0,7.705,53100,0.4350282485875710,5,1,23100,0
9900.0,7.328000000000000,49600,0.3951612903225810,4,0,19600,0
9500.0,7.172000000000000,48100,0.3762993762993760,4,0,18100,0
10100.0,7.422000000000000,50400,0.4047619047619050,4,1,20400,0
9900.0,7.35,49800,0.3975903614457830,4,0,19800,0
9100.0,7.007000000000000,46500,0.3548387096774190,3,0,16500,0
10700.0,7.653,52600,0.4296577946768060,5,1,22600,0
7700.0,6.377000000000000,40600,0.2610837438423650,2,0,10600,0
7200.0,6.175,38700,0.2248062015503880,1,0,8700,0
8100.0,6.561,42300,0.2907801418439720,2,0,12300,0
9800.0,7.277,49100,0.3890020366598780,4,0,19100,0
10400.0,7.527,51400,0.4163424124513620,4,1,21400,0
11400.0,7.968,55600,0.46043165467625900,5,1,25600,0
7800.0,6.443,41200,0.27184466019417500,2,0,11200,0
12200.0,8.308,58800,0.4897959183673470,6,1,28800,0
11600.0,8.044,56300,0.4671403197158080,5,1,26300,0
8400.0,6.703000000000000,43700,0.3135011441647600,3,0,13700,0
10700.0,7.686,52900,0.43289224952741000,5,1,22900,0
9100.0,6.984,46300,0.35205183585313200,3,0,16300,0
7600.0,6.372000000000000,40600,0.2610837438423650,2,0,10600,0
9000.0,6.945,46000,0.3478260869565220,3,0,16000,0
9700.0,7.245,48800,0.38524590163934400,4,0,18800,0
10300.0,7.521,51400,0.4163424124513620,4,1,21400,0
10400.0,7.537000000000000,51500,0.4174757281553400,4,1,21500,0
9100.0,6.978,46300,0.35205183585313200,3,0,16300,0
10100.0,7.419,50400,0.4047619047619050,4,1,20400,0
9100.0,7.011,46600,0.3562231759656650,3,0,16600,0
9500.0,7.171,48100,0.3762993762993760,4,0,18100,0
8900.0,6.91,45600,0.34210526315789500,3,0,15600,0
10200.0,7.479,51000,0.4117647058823530,4,1,21000,0
10600.0,7.632000000000000,52400,0.4274809160305340,5,1,22400,0
8700.0,6.804000000000000,44600,0.3273542600896860,3,0,14600,0
10500.0,7.594000000000000,52100,0.4241842610364680,4,1,22100,0
10300.0,7.489,51100,0.4129158512720160,4,1,21100,0
10800.0,7.724,53300,0.4371482176360230,5,1,23300,0
9600.0,7.2,48300,0.37888198757764000,4,0,18300,0
7700.0,6.39,40700,0.2628992628992630,2,0,10700,0
9800.0,7.295,49200,0.3902439024390240,4,0,19200,0
10200.0,7.479,51000,0.4117647058823530,4,1,21000,0
7400.0,6.257000000000000,39500,0.2405063291139240,2,0,9500,0
9600.0,7.2170000000000000,48500,0.38144329896907200,4,0,18500,0
8600.0,6.78,44400,0.32432432432432400,3,0,14400,0
9000.0,6.947,46000,0.3478260869565220,3,0,16000,0
9500.0,7.153,47900,0.3736951983298540,4,0,17900,0
10700.0,7.666,52700,0.4307400379506640,5,1,22700,0
9700.0,7.251,48800,0.38524590163934400,4,0,18800,0
8700.0,6.8230000000000000,44800,0.33035714285714300,3,0,14800,0
9400.0,7.11,47500,0.3684210526315790,3,0,17500,0
8300.0,6.656000000000000,43200,0.3055555555555560,2,0,13200,0
11500.0,8.009,56000,0.4642857142857140,5,1,26000,0
8500.0,6.735,44000,0.3181818181818180,3,0,14000,0
9400.0,7.1130000000000000,47500,0.3684210526315790,3,0,17500,0
8900.0,6.902,45600,0.34210526315789500,3,0,15600,0
11800.0,8.146,57300,0.4764397905759160,6,1,27300,0
8800.0,6.857,45100,0.3348115299334810,3,0,15100,0
9500.0,7.1770000000000000,48100,0.3762993762993760,4,0,18100,0
10000.0,7.3870000000000000,50100,0.4011976047904190,4,1,20100,0
7800.0,6.461,41400,0.2753623188405800,2,0,11400,0
9900.0,7.316,49400,0.3927125506072870,4,0,19400,0
9800.0,7.274,49100,0.3890020366598780,4,0,19100,0
9700.0,7.2620000000000000,48900,0.38650306748466300,4,0,18900,0
9900.0,7.336,49600,0.3951612903225810,4,0,19600,0
11700.0,8.116,57000,0.4736842105263160,6,1,27000,0
7300.0,6.22,39100,0.2327365728900260,2,0,9100,0
7700.0,6.3840000000000000,40700,0.2628992628992630,2,0,10700,0
10400.0,7.526,51400,0.4163424124513620,4,1,21400,0
10100.0,7.433,50500,0.405940594059406,4,1,20500,0
11200.0,7.88,54800,0.4525547445255470,5,1,24800,0
10000.0,7.388,50100,0.4011976047904190,4,1,20100,0
7600.0,6.352,40400,0.25742574257425700,2,0,10400,0
10700.0,7.659,52700,0.4307400379506640,5,1,22700,0
9000.0,6.961,46100,0.3492407809110630,3,0,16100,0
9100.0,6.982,46300,0.35205183585313200,3,0,16300,0
10000.0,7.377000000000000,50000,0.4,4,1,20000,0
8700.0,6.836,44900,0.3318485523385300,3,0,14900,0
9500.0,7.143,47800,0.3723849372384940,4,0,17800,0
10100.0,7.413000000000000,50400,0.4047619047619050,4,1,20400,0
9200.0,7.024,46700,0.3576017130620990,3,0,16700,0
10600.0,7.623000000000000,52300,0.4263862332695990,5,1,22300,0
10400.0,7.545,51600,0.4186046511627910,4,1,21600,0
8700.0,6.825,44800,0.33035714285714300,3,0,14800,0
9600.0,7.208000000000000,48400,0.3801652892561980,4,0,18400,0
10600.0,7.624,52300,0.4263862332695990,5,1,22300,0
8500.0,6.744,44100,0.3197278911564630,3,0,14100,0
9200.0,7.041,46900,0.3603411513859280,3,0,16900,0
8700.0,6.84,45000,0.3333333333333330,3,0,15000,0
7800.0,6.419,41000,0.2682926829268290,2,0,11000,0
9600.0,7.224,48600,0.382716049382716,4,0,18600,0
8300.0,6.647,43100,0.3039443155452440,2,0,13100,0
10900.0,7.743000000000000,53500,0.4392523364485980,5,1,23500,0
9500.0,7.154,47900,0.3736951983298540,4,0,17900,0
10200.0,7.4670000000000000,50900,0.4106090373280940,4,1,20900,0
9800.0,7.3,49300,0.3914807302231240,4,0,19300,0
8900.0,6.916,45700,0.3435448577680530,3,0,15700,0
10600.0,7.6130000000000000,52200,0.4252873563218390,5,1,22200,0
9900.0,7.317,49500,0.3939393939393940,4,0,19500,0
12400.0,8.377,59400,0.494949494949495,6,1,29400,0
11800.0,8.12,57000,0.4736842105263160,6,1,27000,0
9400.0,7.1340000000000000,47700,0.3710691823899370,3,0,17700,0
9300.0,7.056,47000,0.3617021276595750,3,0,17000,0
8000.0,6.542000000000000,42200,0.2890995260663510,2,0,12200,0
9000.0,6.942,45900,0.3464052287581700,3,0,15900,0
8300.0,6.671,43400,0.3087557603686640,3,0,13400,0
9200.0,7.045,46900,0.3603411513859280,3,0,16900,0
9200.0,7.017,46600,0.3562231759656650,3,0,16600,0
8800.0,6.871,45300,0.3377483443708610,3,0,15300,0
9200.0,7.035,46800,0.35897435897435900,3,0,16800,0
7500.0,6.313,40000,0.25,2,0,10000,0
7300.0,6.231,39200,0.2346938775510200,2,0,9200,0
9400.0,7.139000000000000,47800,0.3723849372384940,3,0,17800,0
10300.0,7.489,51100,0.4129158512720160,4,1,21100,0
9300.0,7.0730000000000000,47200,0.3644067796610170,3,0,17200,0
8600.0,6.79,44500,0.3258426966292140,3,0,14500,0
9900.0,7.319,49500,0.3939393939393940,4,0,19500,0
10200.0,7.474,50900,0.4106090373280940,4,1,20900,0
9400.0,7.126,47700,0.3710691823899370,3,0,17700,0
9200.0,7.038000000000000,46800,0.35897435897435900,3,0,16800,0
8800.0,6.868000000000000,45200,0.33628318584070800,3,0,15200,0
11000.0,7.78,53800,0.4423791821561340,5,1,23800,0
9100.0,6.996,46400,0.3534482758620690,3,0,16400,0
7600.0,6.352,40400,0.25742574257425700,2,0,10400,0
9200.0,7.056,47000,0.3617021276595750,3,0,17000,0
8100.0,6.554000000000000,42300,0.2907801418439720,2,0,12300,0
9200.0,7.043000000000000,46900,0.3603411513859280,3,0,16900,0
9100.0,7.006,46500,0.3548387096774190,3,0,16500,0
9400.0,7.141,47800,0.3723849372384940,4,0,17800,0
9200.0,7.0490000000000000,46900,0.3603411513859280,3,0,16900,0
9600.0,7.194,48300,0.37888198757764000,4,0,18300,0
10600.0,7.61,52200,0.4252873563218390,4,1,22200,0
11000.0,7.7860000000000000,53900,0.4434137291280150,5,1,23900,0
10300.0,7.493000000000000,51100,0.4129158512720160,4,1,21100,0
9600.0,7.186,48200,0.3775933609958510,4,0,18200,0
10800.0,7.72,53300,0.4371482176360230,5,1,23300,0
8300.0,6.657,43200,0.3055555555555560,2,0,13200,0
10300.0,7.4910000000000000,51100,0.4129158512720160,4,1,21100,0
10800.0,7.716,53200,0.43609022556391000,5,1,23200,0
8900.0,6.901,45500,0.3406593406593410,3,0,15500,0
8800.0,6.854,45100,0.3348115299334810,3,0,15100,0
10100.0,7.421,50400,0.4047619047619050,4,1,20400,0
8200.0,6.612,42800,0.29906542056074800,2,0,12800,0
8300.0,6.666,43300,0.3071593533487300,2,0,13300,0
8200.0,6.614,42800,0.29906542056074800,2,0,12800,0
8400.0,6.716,43800,0.3150684931506850,3,0,13800,0
9800.0,7.3,49300,0.3914807302231240,4,0,19300,0
8800.0,6.88,45300,0.3377483443708610,3,0,15300,0
7500.0,6.332000000000000,40200,0.2537313432835820,2,0,10200,0
9800.0,7.311,49400,0.3927125506072870,4,0,19400,0
8000.0,6.543000000000000,42200,0.2890995260663510,2,0,12200,0
8200.0,6.631,43000,0.3023255813953490,2,0,13000,0
9400.0,7.104,47400,0.3670886075949370,3,0,17400,0
10800.0,7.723,53300,0.4371482176360230,5,1,23300,0
9300.0,7.0890000000000000,47300,0.3657505285412260,3,0,17300,0
8200.0,6.593,42600,0.29577464788732400,2,0,12600,0
10500.0,7.609,52200,0.4252873563218390,4,1,22200,0
10600.0,7.64,52500,0.42857142857142900,5,1,22500,0
9200.0,7.042000000000000,46900,0.3603411513859280,3,0,16900,0
9900.0,7.353,49800,0.3975903614457830,4,0,19800,0
9300.0,7.094000000000000,47400,0.3670886075949370,3,0,17400,0
9000.0,6.941,45900,0.3464052287581700,3,0,15900,0
9400.0,7.112,47500,0.3684210526315790,3,0,17500,0
7700.0,6.381,40600,0.2610837438423650,2,0,10600,0
21400.0,12.229000000000000,95700,0.6865203761755490,14,3,65700,0
9300.0,7.067,47100,0.3630573248407640,3,0,17100,0
10000.0,7.385,50100,0.4011976047904190,4,1,20100,0
8500.0,6.744,44100,0.3197278911564630,3,0,14100,0
10400.0,7.561,51800,0.4208494208494210,4,1,21800,0
9800.0,7.292000000000000,49200,0.3902439024390240,4,0,19200,0
9100.0,7.001,46500,0.3548387096774190,3,0,16500,0
8500.0,6.723,43900,0.31662870159453300,3,0,13900,0
9000.0,6.933,45800,0.34497816593886500,3,0,15800,0
8500.0,6.749,44100,0.3197278911564630,3,0,14100,0
9800.0,7.307,49400,0.3927125506072870,4,0,19400,0
9200.0,7.056,47000,0.3617021276595750,3,0,17000,0
6900.0,6.06,37600,0.20212765957446800,1,0,7600,0
9200.0,7.016,46600,0.3562231759656650,3,0,16600,0
8600.0,6.782,44400,0.32432432432432400,3,0,14400,0
9000.0,6.943,45900,0.3464052287581700,3,0,15900,0
11600.0,8.063000000000000,56500,0.4690265486725660,5,1,26500,0
10300.0,7.515,51300,0.4152046783625730,4,1,21300,0
7500.0,6.321000000000000,40100,0.2518703241895260,2,0,10100,0
10200.0,7.444,50600,0.4071146245059290,4,1,20600,0
8000.0,6.546,42200,0.2890995260663510,2,0,12200,0
9300.0,7.0890000000000000,47300,0.3657505285412260,3,0,17300,0
10200.0,7.463000000000000,50800,0.4094488188976380,4,1,20800,0
10100.0,7.401,50200,0.4023904382470120,4,1,20200,0
7700.0,6.381,40600,0.2610837438423650,2,0,10600,0
9600.0,7.22,48500,0.38144329896907200,4,0,18500,0
10100.0,7.436,50600,0.4071146245059290,4,1,20600,0
6600.0,5.91,36200,0.1712707182320440,1,0,6200,0
9700.0,7.236000000000000,48700,0.3839835728952770,4,0,18700,0
8900.0,6.891,45400,0.3392070484581500,3,0,15400,0
8500.0,6.757000000000000,44200,0.3212669683257920,3,0,14200,0
8200.0,6.59,42600,0.29577464788732400,2,0,12600,0
10400.0,7.566,51800,0.4208494208494210,4,1,21800,0
9700.0,7.249,48800,0.38524590163934400,4,0,18800,0
8700.0,6.809,44700,0.3288590604026850,3,0,14700,0
10900.0,7.747000000000000,53500,0.4392523364485980,5,1,23500,0
8300.0,6.656000000000000,43200,0.3055555555555560,2,0,13200,0
11400.0,7.978,55700,0.4614003590664270,5,1,25700,0
9500.0,7.163000000000000,48000,0.375,4,0,18000,0
11100.0,7.835,54300,0.44751381215469600,5,1,24300,0
11900.0,8.203,57800,0.4809688581314880,6,1,27800,0
8600.0,6.801,44600,0.3273542600896860,3,0,14600,0
9000.0,6.945,46000,0.3478260869565220,3,0,16000,0
9700.0,7.2620000000000000,48900,0.38650306748466300,4,0,18900,0
9700.0,7.236000000000000,48700,0.3839835728952770,4,0,18700,0
10700.0,7.687,52900,0.43289224952741000,5,1,22900,0
11500.0,8.008,56000,0.4642857142857140,5,1,26000,0
8800.0,6.869,45200,0.33628318584070800,3,0,15200,0
9700.0,7.253000000000000,48800,0.38524590163934400,4,0,18800,0
8900.0,6.898,45500,0.3406593406593410,3,0,15500,0
10900.0,7.739,53400,0.4382022471910110,5,1,23400,0
8100.0,6.5760000000000000,42500,0.29411764705882400,2,0,12500,0
10300.0,7.4880000000000000,51100,0.4129158512720160,4,1,21100,0
11200.0,7.883000000000000,54800,0.4525547445255470,5,1,24800,0
10000.0,7.382000000000000,50100,0.4011976047904190,4,1,20100,0
10700.0,7.655,52600,0.4296577946768060,5,1,22600,0
9100.0,6.997000000000000,46400,0.3534482758620690,3,0,16400,0
9000.0,6.96,46100,0.3492407809110630,3,0,16100,0
9100.0,7.004,46500,0.3548387096774190,3,0,16500,0
10200.0,7.46,50800,0.4094488188976380,4,1,20800,0
10000.0,7.365,49900,0.3987975951903810,4,0,19900,0
8600.0,6.775,44400,0.32432432432432400,3,0,14400,0
8800.0,6.886,45400,0.3392070484581500,3,0,15400,0
9400.0,7.135,47700,0.3710691823899370,3,0,17700,0
9300.0,7.071000000000000,47100,0.3630573248407640,3,0,17100,0
11400.0,7.955,55500,0.4594594594594600,5,1,25500,0
11000.0,7.81,54100,0.4454713493530500,5,1,24100,0
9600.0,7.2,48400,0.3801652892561980,4,0,18400,0
9900.0,7.341,49700,0.3963782696177060,4,0,19700,0
9200.0,7.024,46700,0.3576017130620990,3,0,16700,0
9500.0,7.152,47900,0.3736951983298540,4,0,17900,0
8700.0,6.843,45000,0.3333333333333330,3,0,15000,0
8800.0,6.848,45000,0.3333333333333330,3,0,15000,0
9000.0,6.933,45800,0.34497816593886500,3,0,15800,0
9200.0,7.053,47000,0.3617021276595750,3,0,17000,0
9400.0,7.117000000000000,47600,0.3697478991596640,3,0,17600,0
8900.0,6.918000000000000,45700,0.3435448577680530,3,0,15700,0
9400.0,7.136,47800,0.3723849372384940,3,0,17800,0
9200.0,7.055,47000,0.3617021276595750,3,0,17000,0
9300.0,7.064,47100,0.3630573248407640,3,0,17100,0
7700.0,6.417000000000000,41000,0.2682926829268290,2,0,11000,0
9900.0,7.318,49500,0.3939393939393940,4,0,19500,0
8400.0,6.7140000000000000,43800,0.3150684931506850,3,0,13800,0
9200.0,7.014000000000000,46600,0.3562231759656650,3,0,16600,0
9700.0,7.253000000000000,48900,0.38650306748466300,4,0,18900,0
10200.0,7.481,51000,0.4117647058823530,4,1,21000,0
9800.0,7.281000000000000,49100,0.3890020366598780,4,0,19100,0
10500.0,7.6,52100,0.4241842610364680,4,1,22100,0
8300.0,6.639000000000000,43100,0.3039443155452440,2,0,13100,0
8200.0,6.619,42900,0.3006993006993010,2,0,12900,0
8800.0,6.88,45300,0.3377483443708610,3,0,15300,0
8800.0,6.85,45100,0.3348115299334810,3,0,15100,0
8900.0,6.916,45700,0.3435448577680530,3,0,15700,0
10200.0,7.466,50900,0.4106090373280940,4,1,20900,0
8500.0,6.74,44000,0.3181818181818180,3,0,14000,0
11400.0,7.953000000000000,55400,0.4584837545126350,5,1,25400,0
7900.0,6.494,41700,0.2805755395683450,2,0,11700,0
11000.0,7.806,54100,0.4454713493530500,5,1,24100,0
10800.0,7.709,53100,0.4350282485875710,5,1,23100,0
10900.0,7.771,53700,0.441340782122905,5,1,23700,0
10200.0,7.453000000000000,50700,0.40828402366863900,4,1,20700,0
8500.0,6.755,44200,0.3212669683257920,3,0,14200,0
8200.0,6.621,42900,0.3006993006993010,2,0,12900,0
8000.0,6.544,42200,0.2890995260663510,2,0,12200,0
8600.0,6.78,44400,0.32432432432432400,3,0,14400,0
6900.0,6.056,37600,0.20212765957446800,1,0,7600,0
8300.0,6.6580000000000000,43300,0.3071593533487300,2,0,13300,0
7600.0,6.3420000000000000,40300,0.2555831265508690,2,0,10300,0
8700.0,6.827000000000000,44800,0.33035714285714300,3,0,14800,0
9200.0,7.028,46700,0.3576017130620990,3,0,16700,0
8900.0,6.913000000000000,45700,0.3435448577680530,3,0,15700,0
8800.0,6.846,45000,0.3333333333333330,3,0,15000,0
9100.0,6.989,46400,0.3534482758620690,3,0,16400,0
10600.0,7.62,52300,0.4263862332695990,5,1,22300,0
11500.0,8.023,56100,0.46524064171123,5,1,26100,0
9300.0,7.085,47300,0.3657505285412260,3,0,17300,0
10400.0,7.562,51800,0.4208494208494210,4,1,21800,0
10800.0,7.708000000000000,53100,0.4350282485875710,5,1,23100,0
9000.0,6.939,45900,0.3464052287581700,3,0,15900,0
9400.0,7.1130000000000000,47500,0.3684210526315790,3,0,17500,0
10600.0,7.65,52600,0.4296577946768060,5,1,22600,0
9700.0,7.226,48600,0.382716049382716,4,0,18600,0
9300.0,7.0920000000000000,47300,0.3657505285412260,3,0,17300,0
8600.0,6.78,44400,0.32432432432432400,3,0,14400,0
8100.0,6.556,42300,0.2907801418439720,2,0,12300,0
7800.0,6.435,41200,0.27184466019417500,2,0,11200,0
8900.0,6.889000000000000,45400,0.3392070484581500,3,0,15400,0
8300.0,6.6370000000000000,43100,0.3039443155452440,2,0,13100,0
9500.0,7.17,48100,0.3762993762993760,4,0,18100,0
12000.0,8.235,58100,0.4836488812392430,6,1,28100,0
9200.0,7.032,46800,0.35897435897435900,3,0,16800,0
9400.0,7.103,47400,0.3670886075949370,3,0,17400,0
8300.0,6.671,43400,0.3087557603686640,3,0,13400,0
9800.0,7.2990000000000000,49300,0.3914807302231240,4,0,19300,0
9000.0,6.941,45900,0.3464052287581700,3,0,15900,0
10800.0,7.718,53200,0.43609022556391000,5,1,23200,0
10400.0,7.564,51800,0.4208494208494210,4,1,21800,0
10200.0,7.477,51000,0.4117647058823530,4,1,21000,0
10800.0,7.711,53200,0.43609022556391000,5,1,23200,0
8000.0,6.526,42000,0.2857142857142860,2,0,12000,0
8100.0,6.557,42300,0.2907801418439720,2,0,12300,0
8600.0,6.766,44300,0.3227990970654630,3,0,14300,0
8200.0,6.597,42700,0.297423887587822,2,0,12700,0
9900.0,7.319,49500,0.3939393939393940,4,0,19500,0
10400.0,7.54,51600,0.4186046511627910,4,1,21600,0
9300.0,7.083000000000000,47300,0.3657505285412260,3,0,17300,0
10700.0,7.689,53000,0.4339622641509430,5,1,23000,0
8900.0,6.897,45500,0.3406593406593410,3,0,15500,0
10800.0,7.723,53300,0.4371482176360230,5,1,23300,0
11200.0,7.864,54600,0.4505494505494510,5,1,24600,0
8400.0,6.686,43500,0.3103448275862070,3,0,13500,0
9400.0,7.125,47600,0.3697478991596640,3,0,17600,0
10600.0,7.639000000000000,52500,0.42857142857142900,5,1,22500,0
9800.0,7.281000000000000,49100,0.3890020366598780,4,0,19100,0
8600.0,6.7860000000000000,44500,0.3258426966292140,3,0,14500,0
9900.0,7.338000000000000,49700,0.3963782696177060,4,0,19700,0
8800.0,6.873000000000000,45300,0.3377483443708610,3,0,15300,0
8800.0,6.858,45100,0.3348115299334810,3,0,15100,0
8100.0,6.582000000000000,42500,0.29411764705882400,2,0,12500,0
8900.0,6.8870000000000000,45400,0.3392070484581500,3,0,15400,0
9400.0,7.127000000000000,47700,0.3710691823899370,3,0,17700,0
11500.0,8.013,56000,0.4642857142857140,5,1,26000,0
7300.0,6.236000000000000,39300,0.2366412213740460,2,0,9300,0
9100.0,6.976,46200,0.35064935064935100,3,0,16200,0
8700.0,6.822,44800,0.33035714285714300,3,0,14800,0
7700.0,6.382000000000000,40700,0.2628992628992630,2,0,10700,0
11200.0,7.888,54800,0.4525547445255470,5,1,24800,0
12300.0,8.342,59100,0.4923857868020300,6,1,29100,0
9900.0,7.321000000000000,49500,0.3939393939393940,4,0,19500,0
10100.0,7.43,50500,0.405940594059406,4,1,20500,0
8900.0,6.918000000000000,45700,0.3435448577680530,3,0,15700,0
8900.0,6.903,45600,0.34210526315789500,3,0,15600,0
9300.0,7.096,47400,0.3670886075949370,3,0,17400,0
10400.0,7.563,51800,0.4208494208494210,4,1,21800,0
10100.0,7.4080000000000000,50300,0.40357852882703800,4,1,20300,0
10900.0,7.7590000000000000,53600,0.44029850746268700,5,1,23600,0
9600.0,7.207000000000000,48400,0.3801652892561980,4,0,18400,0
9800.0,7.289,49200,0.3902439024390240,4,0,19200,0
10200.0,7.442,50600,0.4071146245059290,4,1,20600,0
10200.0,7.456,50800,0.4094488188976380,4,1,20800,0
10100.0,7.415,50400,0.4047619047619050,4,1,20400,0
9600.0,7.193,48300,0.37888198757764000,4,0,18300,0
10600.0,7.647,52600,0.4296577946768060,5,1,22600,0
9400.0,7.101,47400,0.3670886075949370,3,0,17400,0
8700.0,6.812,44700,0.3288590604026850,3,0,14700,0
8400.0,6.687,43500,0.3103448275862070,3,0,13500,0
7000.0,6.121,38200,0.21465968586387400,1,0,8200,0
9900.0,7.336,49600,0.3951612903225810,4,0,19600,0
11100.0,7.854,54500,0.44954128440367000,5,1,24500,0
9700.0,7.234,48700,0.3839835728952770,4,0,18700,0
9600.0,7.209,48400,0.3801652892561980,4,0,18400,0
9800.0,7.288000000000000,49200,0.3902439024390240,4,0,19200,0
10000.0,7.392,50200,0.4023904382470120,4,1,20200,0
8100.0,6.561,42300,0.2907801418439720,2,0,12300,0
10000.0,7.39,50100,0.4011976047904190,4,1,20100,0
9700.0,7.245,48800,0.38524590163934400,4,0,18800,0
8700.0,6.812,44700,0.3288590604026850,3,0,14700,0
9300.0,7.0920000000000000,47300,0.3657505285412260,3,0,17300,0
10100.0,7.414,50400,0.4047619047619050,4,1,20400,0
9500.0,7.171,48100,0.3762993762993760,4,0,18100,0
9000.0,6.966,46100,0.3492407809110630,3,0,16100,0
9300.0,7.082000000000000,47200,0.3644067796610170,3,0,17200,0
12500.0,8.418,59800,0.4983277591973240,6,1,29800,0
9300.0,7.062,47000,0.3617021276595750,3,0,17000,0
7200.0,6.178,38700,0.2248062015503880,1,0,8700,0
8500.0,6.721,43800,0.3150684931506850,3,0,13800,0
8900.0,6.901,45500,0.3406593406593410,3,0,15500,0
9300.0,7.061,47000,0.3617021276595750,3,0,17000,0
9900.0,7.318,49500,0.3939393939393940,4,0,19500,0
9200.0,7.037000000000000,46800,0.35897435897435900,3,0,16800,0
9100.0,6.978,46300,0.35205183585313200,3,0,16300,0
9100.0,6.98,46300,0.35205183585313200,3,0,16300,0
9200.0,7.029,46700,0.3576017130620990,3,0,16700,0
9400.0,7.133000000000000,47700,0.3710691823899370,3,0,17700,0
7800.0,6.449,41300,0.2736077481840190,2,0,11300,0
10000.0,7.388,50100,0.4011976047904190,4,1,20100,0
8900.0,6.912000000000000,45600,0.34210526315789500,3,0,15600,0
9000.0,6.938,45900,0.3464052287581700,3,0,15900,0
11600.0,8.074,56600,0.4699646643109540,5,1,26600,0
